Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Shipping_Delay,Shipping_Pressure_Index,Order_Complexity_Score,Profit_Margin,Express_Shipping
DEBIT,4,4,-35.51,113.09,Shipping on time,0,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,USCA,Philadelphia,Estados Unidos,16.9,0.13,129.99,-0.31,1,129.99,113.09,-35.51,East of USA,Pensilvania,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0,0.25,129.99,-0.2731748596045849,0
PAYMENT,3,2,52.92,188.99,Late delivery,1,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Majadahonda,España,11.0,0.06,199.99,0.28,1,199.99,188.99,52.92,Southern Europe,Madrid,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Second Class,1,0.5,199.99,0.2646132306615331,0
DEBIT,2,4,96.99,346.39,Advance shipping,0,Children's Clothing,Caguas,Puerto Rico,Home Office,PR,Apparel,Europe,Glasgow,Reino Unido,10.71,0.03,357.1,0.28,1,357.1,346.39,96.99,Northern Europe,Escocia,COMPLETE,Children's heaters,357.1,Standard Class,-2,0.25,357.1,0.2716045925511061,0
DEBIT,3,4,-9.29,105.59,Advance shipping,0,Golf Apparel,Cleveland,EE. UU.,Home Office,OH,Outdoors,Europe,Reading,Reino Unido,14.4,0.12,119.99,-0.09,1,119.99,105.59,-9.29,Northern Europe,Inglaterra,COMPLETE,Cleveland Golf Women's 588 RTX CB Satin Chrom,119.99,Standard Class,-1,0.25,119.99,-0.0774231185932161,0
DEBIT,3,2,10.38,175.99,Late delivery,1,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,USCA,Fresno,Estados Unidos,24.0,0.12,199.99,0.06,1,199.99,175.99,10.38,West of USA ,California,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class,1,0.5,199.99,0.0519025951297564,0
TRANSFER,2,4,-17.99,59.96,Shipping canceled,0,Trade-In,Richmond,EE. UU.,Corporate,KY,Outdoors,Pacific Asia,Jining,China,19.99,0.25,15.99,-0.3,5,79.95,59.96,-17.99,Eastern Asia,Mongolia Interior,SUSPECTED_FRAUD,Glove It Imperial Golf Towel,15.99,Standard Class,-2,1.25,399.75,-0.2250156347717323,0
TRANSFER,3,4,57.41,124.8,Advance shipping,0,Golf Shoes,Morristown,EE. UU.,Consumer,NJ,Outdoors,LATAM,San Pedro Sula,Honduras,5.2,0.04,65.0,0.46,2,130.0,124.8,57.41,Central America,Cortés,PROCESSING,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,Standard Class,-1,0.5,260.0,0.4416153846153846,0
TRANSFER,2,2,47.92,132.0,Shipping on time,0,Women's Apparel,Honolulu,EE. UU.,Home Office,HI,Golf,Europe,Cherkasy,Ucrania,18.0,0.12,50.0,0.36,3,150.0,132.0,47.92,Eastern Europe,Cherkasy,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,0,1.5,450.0,0.3194666666666667,0
DEBIT,5,4,48.38,100.78,Late delivery,1,Cleats,Astoria,EE. UU.,Consumer,NY,Apparel,LATAM,Mérida,México,19.2,0.16,59.99,0.48,2,119.98,100.78,48.38,Central America,Yucatán,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,1,0.5,239.96,0.403233872312052,0
TRANSFER,2,1,10.66,82.0,Late delivery,1,Women's Apparel,Virginia Beach,EE. UU.,Consumer,VA,Golf,LATAM,Durango,México,18.0,0.18,50.0,0.13,2,100.0,82.0,10.66,Central America,Durango,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,1,2.0,200.0,0.1066,1
DEBIT,6,2,-37.19,199.92,Late delivery,1,Indoor/Outdoor Games,Meridian,EE. UU.,Consumer,ID,Fan Shop,LATAM,Panama City,Panamá,49.98,0.2,49.98,-0.19,5,249.9,199.92,-37.19,Central America,Panamá,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Second Class,4,2.5,1249.5,-0.1488195278111244,0
PAYMENT,3,4,-7.31,169.99,Advance shipping,0,Water Sports,Sacramento,EE. UU.,Consumer,CA,Fan Shop,LATAM,Mérida,México,30.0,0.15,199.99,-0.04,1,199.99,169.99,-7.31,Central America,Yucatán,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class,-1,0.25,199.99,-0.0365518275913795,0
TRANSFER,2,4,76.13,217.5,Advance shipping,0,Women's Apparel,Brooklyn,EE. UU.,Corporate,NY,Golf,USCA,Louisville,Estados Unidos,32.5,0.13,50.0,0.35,5,250.0,217.5,76.13,South of  USA ,Kentucky,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-2,1.25,1250.0,0.3045199999999999,0
PAYMENT,6,4,-99.7,129.99,Late delivery,1,Men's Footwear,Gilroy,EE. UU.,Corporate,CA,Apparel,LATAM,Amatitlán,Guatemala,0.0,0.0,129.99,-0.77,1,129.99,129.99,-99.7,Central America,Guatemala,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2,0.25,129.99,-0.7669820755442726,0
PAYMENT,4,4,19.57,260.98,Shipping on time,0,Camping & Hiking,Staten Island,EE. UU.,Consumer,NY,Fan Shop,USCA,Parker,Estados Unidos,39.0,0.13,299.98,0.08,1,299.98,260.98,19.57,West of USA ,Colorado,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0,0.25,299.98,0.0652376825121674,0
TRANSFER,6,2,12.61,43.48,Late delivery,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Cienfuegos,Cuba,6.5,0.13,49.98,0.29,1,49.98,43.48,12.61,Caribbean,Cienfuegos,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Second Class,4,0.5,49.98,0.2523009203681473,0
DEBIT,0,0,-14.07,159.94,Shipping on time,0,Indoor/Outdoor Games,Miami,EE. UU.,Corporate,FL,Fan Shop,LATAM,Bayeux,Brasil,39.98,0.2,49.98,-0.09,4,199.92,159.94,-14.07,South America,Paraíba,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.98,Same Day,0,inf,799.68,-0.0703781512605042,1
TRANSFER,1,0,-41.98,114.39,Shipping canceled,0,Men's Footwear,Mesa,EE. UU.,Home Office,AZ,Apparel,LATAM,Buenos Aires,Argentina,15.6,0.12,129.99,-0.37,1,129.99,114.39,-41.98,South America,Buenos Aires,CANCELED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day,1,inf,129.99,-0.3229479190706977,1
TRANSFER,5,4,85.17,251.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Europe,Frederiksberg,Dinamarca,48.0,0.16,299.98,0.34,1,299.98,251.98,85.17,Northern Europe,Región Capital,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,1,0.25,299.98,0.2839189279285286,0
DEBIT,2,1,60.74,134.98,Late delivery,1,Cleats,Chicago,EE. UU.,Home Office,IL,Apparel,USCA,San Francisco,Estados Unidos,44.99,0.25,59.99,0.45,3,179.97,134.98,60.74,West of USA ,California,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,3.0,539.91,0.3375006945602045,1
TRANSFER,0,0,38.18,83.0,Shipping on time,0,Women's Apparel,West Chester,EE. UU.,Corporate,PA,Golf,Pacific Asia,Wuhan,China,17.0,0.17,50.0,0.46,2,100.0,83.0,38.18,Eastern Asia,Hubei,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day,0,inf,200.0,0.3818,1
TRANSFER,2,2,17.22,59.39,Shipping on time,0,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,USCA,Plano,Estados Unidos,0.6,0.01,59.99,0.29,1,59.99,59.39,17.22,US Center ,Texas,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Second Class,0,0.5,59.99,0.2870478413068844,0
TRANSFER,2,1,105.55,363.98,Shipping canceled,0,Fishing,New York,EE. UU.,Corporate,NY,Fan Shop,USCA,San Francisco,Estados Unidos,36.0,0.09,399.98,0.29,1,399.98,363.98,105.55,West of USA ,California,SUSPECTED_FRAUD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,1,1.0,399.98,0.2638881944097204,1
TRANSFER,2,4,74.25,247.5,Advance shipping,0,Women's Apparel,Toa Baja,Puerto Rico,Corporate,PR,Golf,Europe,Magdeburg,Alemania,2.5,0.01,50.0,0.3,5,250.0,247.5,74.25,Western Europe,Sajonia-Anhalt,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-2,1.25,1250.0,0.297,0
TRANSFER,4,4,42.99,122.84,Shipping on time,0,Men's Footwear,Bloomfield,EE. UU.,Consumer,NJ,Apparel,LATAM,Medellín,Colombia,7.15,0.06,129.99,0.35,1,129.99,122.84,42.99,South America,Antioquía,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0,0.25,129.99,0.3307177475190399,0
TRANSFER,3,4,8.03,47.23,Advance shipping,0,Accessories,San Antonio,EE. UU.,Consumer,TX,Outdoors,Pacific Asia,Bellary,India,2.75,0.06,24.99,0.17,2,49.98,47.23,8.03,South Asia,Karnataka,PENDING,Team Golf Pittsburgh Steelers Putter Grip,24.99,Standard Class,-1,0.5,99.96,0.1606642657062825,0
DEBIT,6,4,0.0,284.98,Late delivery,1,Camping & Hiking,Pompano Beach,EE. UU.,Consumer,FL,Fan Shop,LATAM,Jacobina,Brasil,15.0,0.05,299.98,0.0,1,299.98,284.98,0.0,South America,Bahía,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,2,0.25,299.98,0.0,0
DEBIT,5,4,32.92,117.58,Late delivery,1,Cleats,Greeley,EE. UU.,Consumer,CO,Apparel,Pacific Asia,Qingdao,China,2.4,0.02,59.99,0.28,2,119.98,117.58,32.92,Eastern Asia,Shandong,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,1,0.5,239.96,0.2743790631771962,0
DEBIT,4,4,82.31,293.95,Shipping on time,0,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,USCA,Salem,Estados Unidos,6.0,0.02,59.99,0.28,5,299.95,293.95,82.31,South of  USA ,Virginia,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,1.25,1499.75,0.2744124020670112,0
DEBIT,6,2,92.16,191.99,Late delivery,1,Water Sports,Los Angeles,EE. UU.,Corporate,CA,Fan Shop,LATAM,Pinar del Río,Cuba,8.0,0.04,199.99,0.48,1,199.99,191.99,92.16,Caribbean,Pinar del Río,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class,4,0.5,199.99,0.4608230411520576,0
PAYMENT,5,2,22.5,150.0,Late delivery,1,Women's Apparel,Catonsville,EE. UU.,Consumer,MD,Golf,Pacific Asia,Bangkok,Tailandia,50.0,0.25,50.0,0.15,4,200.0,150.0,22.5,Southeast Asia,Bangkok,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,3,2.0,800.0,0.1125,0
PAYMENT,1,0,192.07,391.98,Late delivery,1,Fishing,Brooklyn,EE. UU.,Corporate,NY,Fan Shop,USCA,Fayetteville,Estados Unidos,8.0,0.02,399.98,0.49,1,399.98,391.98,192.07,South of  USA ,Carolina del Norte,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day,1,inf,399.98,0.4801990099504974,1
DEBIT,3,4,46.24,127.39,Advance shipping,0,Men's Footwear,Huntington Park,EE. UU.,Corporate,CA,Apparel,LATAM,San Justo,Argentina,2.6,0.02,129.99,0.36,1,129.99,127.39,46.24,South America,Santa Fe,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-1,0.25,129.99,0.3557196707439033,0
PAYMENT,3,4,-20.8,103.99,Advance shipping,0,Men's Footwear,Austin,EE. UU.,Home Office,TX,Apparel,LATAM,Chihuahua,México,26.0,0.2,129.99,-0.2,1,129.99,103.99,-20.8,Central America,Chihuahua,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-1,0.25,129.99,-0.160012308639126,0
CASH,6,2,34.58,110.49,Late delivery,1,Men's Footwear,Baltimore,EE. UU.,Home Office,MD,Apparel,Europe,Grodno,Bielorrusia,19.5,0.15,129.99,0.31,1,129.99,110.49,34.58,Eastern Europe,Grodno,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,4,0.5,129.99,0.266020463112547,0
DEBIT,4,4,9.9,22.5,Shipping on time,0,Hockey,San Francisco,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Sydney,Australia,2.5,0.1,25.0,0.44,1,25.0,22.5,9.9,Oceania,Nueva Gales del Sur,COMPLETE,Nike Women's Legend V-Neck T-Shirt,25.0,Standard Class,0,0.25,25.0,0.396,0
TRANSFER,6,2,-47.54,124.12,Late delivery,1,Electronics,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Chapecó,Brasil,3.84,0.03,31.99,-0.38,4,127.96,124.12,-47.54,South America,Santa Catarina,PROCESSING,Under Armour Women's Ignite PIP VI Slide,31.99,Second Class,4,2.0,511.84,-0.3715223507346046,0
TRANSFER,6,4,63.92,339.98,Late delivery,1,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,USCA,Seattle,Estados Unidos,60.0,0.15,399.98,0.19,1,399.98,339.98,63.92,West of USA ,Washington,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,2,0.25,399.98,0.1598079903995199,0
DEBIT,2,2,30.94,110.49,Shipping on time,0,Men's Footwear,Cleveland,EE. UU.,Consumer,OH,Apparel,LATAM,David,Panamá,19.5,0.15,129.99,0.28,1,129.99,110.49,30.94,Central America,Chiriquí,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,0,0.5,129.99,0.2380183091007,0
DEBIT,2,1,6.72,53.76,Late delivery,1,Baby ,New York,EE. UU.,Corporate,NY,Apparel,Europe,Rome,Italia,5.32,0.09,59.08,0.13,1,59.08,53.76,6.72,Southern Europe,Lacio,COMPLETE,Baby sweater,59.08,First Class,1,1.0,59.08,0.1137440758293838,1
DEBIT,3,4,59.13,227.41,Advance shipping,0,Indoor/Outdoor Games,Detroit,EE. UU.,Corporate,MI,Fan Shop,LATAM,Junín,Argentina,22.49,0.09,49.98,0.26,5,249.9,227.41,59.13,South America,Buenos Aires (provincia),COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-1,1.25,1249.5,0.2366146458583433,0
TRANSFER,6,4,87.74,269.98,Late delivery,1,Camping & Hiking,Jamaica,EE. UU.,Consumer,NY,Fan Shop,USCA,Philadelphia,Estados Unidos,30.0,0.1,299.98,0.33,1,299.98,269.98,87.74,East of USA,Pensilvania,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,2,0.25,299.98,0.2924861657443829,0
TRANSFER,6,4,16.57,110.49,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Soyapango,El Salvador,19.5,0.15,129.99,0.15,1,129.99,110.49,16.57,Central America,San Salvador,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2,0.25,129.99,0.1274713439495345,0
TRANSFER,4,2,13.46,152.97,Late delivery,1,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Talcahuano,Chile,27.0,0.15,59.99,0.09,3,179.97,152.97,13.46,South America,Bío-Bío,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Second Class,2,1.5,539.91,0.0747902428182474,0
DEBIT,2,1,27.03,161.87,Late delivery,1,Women's Clothing,Caguas,Puerto Rico,Consumer,PR,Apparel,Pacific Asia,Yangzhou,China,53.96,0.25,215.82,0.17,1,215.82,161.87,27.03,Eastern Asia,Jiangsu,COMPLETE,Summer dresses,215.82,First Class,1,1.0,215.82,0.1252432582707812,1
DEBIT,2,4,-28.43,116.99,Advance shipping,0,Men's Footwear,Silver Spring,EE. UU.,Consumer,MD,Apparel,USCA,Houston,Estados Unidos,13.0,0.1,129.99,-0.24,1,129.99,116.99,-28.43,US Center ,Texas,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-2,0.25,129.99,-0.2187091314716516,0
DEBIT,6,4,138.11,424.96,Late delivery,1,Cardio Equipment,Hesperia,EE. UU.,Corporate,CA,Footwear,Europe,Ploiesti,Rumania,74.99,0.15,99.99,0.33,5,499.95,424.96,138.11,Eastern Europe,Prahova,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,2,1.25,2499.75,0.2762476247624763,0
DEBIT,0,0,55.55,113.37,Shipping on time,0,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,USCA,Mission Viejo,Estados Unidos,6.6,0.06,39.99,0.49,3,119.97,113.37,55.55,West of USA ,California,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Same Day,0,inf,359.91,0.4630324247728599,1
DEBIT,2,4,8.91,118.77,Advance shipping,0,Shop By Sport,Wilmington,EE. UU.,Consumer,CA,Golf,Europe,London,Reino Unido,1.2,0.01,39.99,0.08,3,119.97,118.77,8.91,Northern Europe,Inglaterra,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,-2,0.75,359.91,0.0742685671417854,0
PAYMENT,2,4,33.75,112.5,Advance shipping,0,Women's Apparel,Humacao,Puerto Rico,Consumer,PR,Golf,LATAM,São Paulo,Brasil,37.5,0.25,50.0,0.3,3,150.0,112.5,33.75,South America,São Paulo,PAYMENT_REVIEW,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-2,0.75,450.0,0.225,0
CASH,5,4,42.75,95.0,Late delivery,1,Women's Apparel,Amarillo,EE. UU.,Corporate,TX,Golf,LATAM,Montes Claros,Brasil,5.0,0.05,50.0,0.45,2,100.0,95.0,42.75,South America,Minas Gerais,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,1,0.5,200.0,0.4275,0
PAYMENT,6,4,8.19,45.48,Late delivery,1,Indoor/Outdoor Games,Louisville,EE. UU.,Home Office,KY,Fan Shop,USCA,Fayetteville,Estados Unidos,4.5,0.09,49.98,0.18,1,49.98,45.48,8.19,South of  USA ,Carolina del Norte,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,2,0.25,49.98,0.1638655462184874,0
DEBIT,2,1,42.0,150.0,Late delivery,1,Women's Apparel,Potomac,EE. UU.,Corporate,MD,Golf,Europe,Gothenburg,Suecia,50.0,0.25,50.0,0.28,4,200.0,150.0,42.0,Northern Europe,Västra Götaland,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,1,4.0,800.0,0.21,1
PAYMENT,4,4,70.2,269.98,Shipping on time,0,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Munster,Alemania,30.0,0.1,299.98,0.26,1,299.98,269.98,70.2,Western Europe,Baja Sajonia,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0,0.25,299.98,0.2340156010400693,0
PAYMENT,5,2,93.15,321.2,Late delivery,1,Sporting Goods,Peoria,EE. UU.,Corporate,AZ,Fitness,Pacific Asia,Rajkot,India,6.56,0.02,327.75,0.29,1,327.75,321.2,93.15,South Asia,Guyarat,PENDING_PAYMENT,Smart watch ,327.75,Second Class,3,0.5,327.75,0.2842105263157894,0
PAYMENT,5,4,159.99,319.98,Late delivery,1,Fishing,Portland,EE. UU.,Consumer,OR,Fan Shop,LATAM,Lima,Perú,80.0,0.2,399.98,0.5,1,399.98,319.98,159.99,South America,Lima (ciudad),PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,1,0.25,399.98,0.3999949997499875,0
TRANSFER,3,4,15.25,134.98,Advance shipping,0,Cleats,Canton,EE. UU.,Home Office,MI,Apparel,Europe,Sheffield,Reino Unido,44.99,0.25,59.99,0.11,3,179.97,134.98,15.25,Northern Europe,Inglaterra,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-1,0.75,539.91,0.0847363449463799,0
TRANSFER,2,1,45.35,161.97,Late delivery,1,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,USCA,Mesa,Estados Unidos,18.0,0.1,59.99,0.28,3,179.97,161.97,45.35,West of USA ,Arizona,PENDING,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,3.0,539.91,0.2519864421848086,1
TRANSFER,3,2,16.63,188.92,Late delivery,1,Indoor/Outdoor Games,Annandale,EE. UU.,Consumer,VA,Fan Shop,Pacific Asia,Nagpur,India,11.0,0.06,49.98,0.09,4,199.92,188.92,16.63,South Asia,Maharashtra,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Second Class,1,2.0,799.68,0.0831832733093237,0
PAYMENT,5,4,32.39,119.97,Late delivery,1,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,Pacific Asia,Townsville,Australia,39.99,0.25,39.99,0.27,4,159.96,119.97,32.39,Oceania,Queensland,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,1,1.0,639.84,0.2024881220305076,0
PAYMENT,2,1,69.71,199.17,Late delivery,1,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Apatzingán de la Constitución,México,40.79,0.17,59.99,0.35,4,239.96,199.17,69.71,Central America,Michoacán,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,4.0,959.84,0.2905067511251875,1
TRANSFER,6,2,96.0,199.99,Late delivery,1,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Santa Fe,Argentina,0.0,0.0,199.99,0.48,1,199.99,199.99,96.0,South America,Santa Fe,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Second Class,4,0.5,199.99,0.48002400120006,0
CASH,6,4,18.08,160.0,Late delivery,1,Women's Apparel,Pompano Beach,EE. UU.,Home Office,FL,Golf,Europe,Berlín,Alemania,40.0,0.2,50.0,0.11,4,200.0,160.0,18.08,Western Europe,Berlín,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2,1.0,800.0,0.0904,0
DEBIT,5,4,-33.55,143.98,Late delivery,1,Cleats,Pawtucket,EE. UU.,Consumer,RI,Apparel,LATAM,Soyapango,El Salvador,35.99,0.2,59.99,-0.23,3,179.97,143.98,-33.55,Central America,San Salvador,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,1,0.75,539.91,-0.1864199588820358,0
TRANSFER,5,2,6.86,49.0,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Holguín,Cuba,1.0,0.02,50.0,0.14,1,50.0,49.0,6.86,Caribbean,Holguín,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,3,0.5,50.0,0.1372,0
TRANSFER,4,4,20.25,161.97,Shipping on time,0,Cleats,Visalia,EE. UU.,Home Office,CA,Apparel,Pacific Asia,Manila,Filipinas,18.0,0.1,59.99,0.13,3,179.97,161.97,20.25,Southeast Asia,Capital Nacional,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,0.75,539.91,0.1125187531255209,0
TRANSFER,5,2,136.61,296.97,Late delivery,1,Cardio Equipment,Philadelphia,EE. UU.,Consumer,PA,Footwear,LATAM,Surubim,Brasil,3.0,0.01,99.99,0.46,3,299.97,296.97,136.61,South America,Pernambuco,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,3,1.5,899.9100000000001,0.4554122078874554,0
TRANSFER,0,0,6.85,26.03,Shipping canceled,0,Electronics,Hickory,EE. UU.,Corporate,NC,Footwear,Pacific Asia,Melbourne,Australia,1.96,0.07,27.99,0.26,1,27.99,26.03,6.85,Oceania,Victoria,SUSPECTED_FRAUD,Under Armour Kids' Mercenary Slide,27.99,Same Day,0,inf,27.99,0.2447302608074312,1
CASH,2,4,76.49,169.98,Advance shipping,0,Cardio Equipment,Davis,EE. UU.,Consumer,CA,Footwear,Pacific Asia,Matsumoto,Japón,30.0,0.15,99.99,0.45,2,199.98,169.98,76.49,Eastern Asia,Nagano,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,-2,0.5,399.96,0.3824882488248824,0
CASH,6,4,62.2,172.77,Late delivery,1,Cleats,Miami,EE. UU.,Consumer,FL,Apparel,Europe,Marseille,Francia,7.2,0.04,59.99,0.36,3,179.97,172.77,62.2,Western Europe,Provenza-Alpes-Costa Azul,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2,0.75,539.91,0.3456131577485136,0
DEBIT,3,2,-4.51,118.77,Late delivery,1,Shop By Sport,Pasadena,EE. UU.,Consumer,MD,Golf,LATAM,Maturín,Venezuela,1.2,0.01,39.99,-0.04,3,119.97,118.77,-4.51,South America,Monagas,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class,1,1.5,359.91,-0.0375927315162123,0
PAYMENT,3,4,18.2,181.99,Advance shipping,0,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,USCA,Regina,Canada,18.0,0.09,199.99,0.1,1,199.99,181.99,18.2,Canada,Saskatchewan,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class,-1,0.25,199.99,0.0910045502275113,0
CASH,0,0,-7.29,191.92,Shipping on time,0,Indoor/Outdoor Games,O Fallon,EE. UU.,Consumer,MO,Fan Shop,Europe,Alicante,España,8.0,0.04,49.98,-0.04,4,199.92,191.92,-7.29,Southern Europe,Valenciana,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Same Day,0,inf,799.68,-0.0364645858343337,1
DEBIT,3,2,-9.29,215.96,Late delivery,1,Cleats,Salem,EE. UU.,Consumer,OR,Apparel,USCA,Whittier,Estados Unidos,24.0,0.1,59.99,-0.04,4,239.96,215.96,-9.29,West of USA ,California,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class,1,2.0,959.84,-0.0387147857976329,0
DEBIT,2,1,119.06,327.98,Late delivery,1,Fishing,Elyria,EE. UU.,Corporate,OH,Fan Shop,Europe,Reims,Francia,72.0,0.18,399.98,0.36,1,399.98,327.98,119.06,Western Europe,Alsacia-Champaña-Ardenas-Lorena,ON_HOLD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,1,1.0,399.98,0.2976648832441622,1
DEBIT,0,0,36.06,124.79,Shipping on time,0,Men's Footwear,Painesville,EE. UU.,Consumer,OH,Apparel,LATAM,Santa Catarina,México,5.2,0.04,129.99,0.29,1,129.99,124.79,36.06,Central America,Nuevo León,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day,0,inf,129.99,0.2774059543041772,1
PAYMENT,5,4,18.14,201.57,Late delivery,1,Cleats,Hendersonville,EE. UU.,Consumer,TN,Apparel,Pacific Asia,Wollongong,Australia,38.39,0.16,59.99,0.09,4,239.96,201.57,18.14,Oceania,Nueva Gales del Sur,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,1,1.0,959.84,0.0755959326554425,0
